No,Ch1,Ch2,Ch3,Ch4
27189,0.099,0.324,0.2,0.377
27190,0.222,0.438,0.159,0.181
27191,0.228,0.317,0.272,0.183
27192,0.344,0.11,0.331,0.215
27193,0.342,0.296,0.179,0.183
27194,0.195,0.112,0.5,0.193
27195,0.146,0.162,0.414,0.278
27196,0.281,0.136,0.162,0.421
27197,0.551,0.126,0.129,0.194
27198,0.132,0.156,0.44,0.272
27199,0.3,0.388,0.158,0.154
27200,0.128,0.377,0.286,0.209
27201,0.122,0.4,0.289,0.189
27202,0.106,0.388,0.139,0.367
27203,0.162,0.351,0.374,0.113
27204,0.098,0.117,0.571,0.214
27205,0.131,0.369,0.196,0.304
27206,0.201,0.217,0.389,0.193
27207,0.204,0.138,0.43,0.228
27208,0.225,0.301,0.152,0.322
27209,0.099,0.175,0.444,0.282
27210,0.187,0.396,0.107,0.31
27211,0.107,0.24,0.332,0.321
27212,0.099,0.461,0.175,0.265
27213,0.092,0.171,0.473,0.264
27214,0.144,0.325,0.139,0.392
27215,0.128,0.257,0.157,0.458
27216,0.105,0.171,0.444,0.28
27217,0.108,0.209,0.29,0.393
27218,0.445,0.139,0.129,0.287
27219,0.455,0.163,0.131,0.251
27220,0.061,0.247,0.452,0.24
27221,0.072,0.189,0.438,0.301
27222,0.128,0.522,0.123,0.227
27223,0.072,0.28,0.392,0.256
27224,0.111,0.212,0.183,0.494
27225,0.134,0.274,0.131,0.461
27226,0.106,0.176,0.45,0.268
27227,0.151,0.135,0.243,0.471
27228,0.351,0.244,0.197,0.208
27229,0.235,0.192,0.389,0.184
27230,0.126,0.255,0.367,0.252
27231,0.211,0.258,0.379,0.152
27232,0.15,0.214,0.419,0.217
27233,0.383,0.297,0.185,0.135
27234,0.072,0.263,0.406,0.259
27235,0.366,0.325,0.2,0.109
27236,0.068,0.286,0.412,0.234
27237,0.465,0.107,0.33,0.098
27238,0.181,0.41,0.157,0.252
27239,0.26,0.139,0.364,0.237
27240,0.153,0.379,0.228,0.24
27241,0.239,0.124,0.455,0.182
27242,0.336,0.132,0.386,0.146
27243,0.12,0.3,0.383,0.197
27244,0.381,0.165,0.35,0.104
27245,0.366,0.314,0.136,0.184
27246,0.169,0.486,0.091,0.254
27247,0.129,0.417,0.18,0.274
27248,0.379,0.191,0.271,0.159
27249,0.196,0.19,0.397,0.217
27250,0.111,0.462,0.127,0.3
27251,0.206,0.164,0.357,0.273
27252,0.126,0.429,0.169,0.276
27253,0.131,0.219,0.485,0.165
27254,0.227,0.408,0.131,0.234
27255,0.106,0.225,0.483,0.186
27256,0.184,0.434,0.137,0.245
27257,0.148,0.298,0.17,0.384
27258,0.133,0.375,0.207,0.285
27259,0.104,0.387,0.135,0.374
27260,0.197,0.177,0.198,0.428
27261,0.196,0.405,0.142,0.257
27262,0.349,0.193,0.103,0.355
27263,0.245,0.181,0.178,0.396
27264,0.115,0.344,0.344,0.197
27265,0.118,0.357,0.201,0.324
27266,0.243,0.253,0.213,0.291
27267,0.206,0.414,0.15,0.23
27268,0.226,0.291,0.306,0.177
27269,0.147,0.159,0.534,0.16
27270,0.179,0.326,0.234,0.261
27271,0.219,0.288,0.19,0.303
27272,0.167,0.221,0.253,0.359
27273,0.3,0.364,0.129,0.207
27274,0.157,0.311,0.217,0.315
27275,0.293,0.322,0.229,0.156
27276,0.121,0.234,0.417,0.228
27277,0.238,0.37,0.193,0.199
27278,0.15,0.253,0.288,0.309
27279,0.136,0.49,0.167,0.207
27280,0.129,0.343,0.313,0.215
27281,0.114,0.35,0.269,0.267
27282,0.108,0.327,0.286,0.279
27283,0.088,0.244,0.47,0.198
27284,0.232,0.267,0.305,0.196
27285,0.115,0.231,0.359,0.295
27286,0.21,0.276,0.139,0.375
27287,0.095,0.222,0.405,0.278
27288,0.251,0.134,0.116,0.499
27289,0.118,0.217,0.408,0.257
27290,0.186,0.328,0.115,0.371
27291,0.299,0.166,0.121,0.414
27292,0.229,0.143,0.231,0.397
27293,0.167,0.159,0.245,0.429
27294,0.232,0.236,0.279,0.253
27295,0.131,0.366,0.317,0.186
27296,0.095,0.482,0.122,0.301
27297,0.352,0.27,0.118,0.26
27298,0.088,0.282,0.338,0.292
27299,0.317,0.14,0.11,0.433
27300,0.116,0.085,0.436,0.363
27301,0.137,0.128,0.362,0.373
27302,0.171,0.117,0.317,0.395
27303,0.128,0.115,0.29,0.467
27304,0.191,0.222,0.353,0.234
27305,0.087,0.488,0.253,0.172
27306,0.145,0.469,0.221,0.165
27307,0.193,0.405,0.136,0.266
27308,0.102,0.518,0.109,0.271
27309,0.541,0.122,0.117,0.22
27310,0.112,0.314,0.321,0.253
27311,0.337,0.196,0.133,0.334
27312,0.358,0.344,0.097,0.201
27313,0.464,0.138,0.094,0.304
27314,0.29,0.102,0.409,0.199
27315,0.328,0.1,0.309,0.263
27316,0.279,0.329,0.119,0.273
27317,0.082,0.333,0.406,0.179
27318,0.145,0.31,0.37,0.175
27319,0.369,0.098,0.336,0.197
27320,0.273,0.422,0.1,0.205
27321,0.268,0.388,0.092,0.252
27322,0.093,0.377,0.279,0.251
27323,0.235,0.144,0.15,0.471
27324,0.248,0.268,0.25,0.234
27325,0.262,0.207,0.168,0.363
27326,0.46,0.124,0.219,0.197
27327,0.155,0.439,0.191,0.215
27328,0.55,0.103,0.114,0.233
27329,0.095,0.311,0.357,0.237
27330,0.487,0.124,0.148,0.241
27331,0.117,0.106,0.515,0.262
27332,0.287,0.143,0.392,0.178
27333,0.381,0.116,0.167,0.336
27334,0.286,0.181,0.137,0.396
27335,0.399,0.121,0.14,0.34
27336,0.112,0.112,0.574,0.202
27337,0.086,0.335,0.352,0.227
27338,0.13,0.277,0.154,0.439
27339,0.121,0.129,0.509,0.241
27340,0.282,0.139,0.156,0.423
27341,0.116,0.279,0.362,0.243
27342,0.111,0.132,0.573,0.184
27343,0.119,0.247,0.265,0.369
27344,0.234,0.112,0.286,0.368
27345,0.314,0.408,0.083,0.195
27346,0.107,0.127,0.308,0.458
27347,0.101,0.299,0.139,0.461
27348,0.119,0.55,0.12,0.211
27349,0.11,0.182,0.359,0.349
27350,0.105,0.201,0.134,0.56
27351,0.122,0.167,0.181,0.53
27352,0.122,0.124,0.392,0.362
27353,0.118,0.1,0.578,0.204
27354,0.122,0.147,0.175,0.556
27355,0.154,0.56,0.089,0.197
27356,0.358,0.196,0.105,0.341
27357,0.104,0.299,0.112,0.485
27358,0.13,0.242,0.139,0.489
27359,0.152,0.14,0.151,0.557
27360,0.212,0.124,0.16,0.504
27361,0.118,0.137,0.403,0.342
27362,0.316,0.239,0.272,0.173
27363,0.149,0.19,0.247,0.414
27364,0.303,0.216,0.272,0.209
27365,0.319,0.182,0.165,0.334
27366,0.104,0.384,0.321,0.191
27367,0.112,0.11,0.53,0.248
27368,0.085,0.228,0.442,0.245
27369,0.206,0.145,0.352,0.297
27370,0.149,0.393,0.159,0.299
27371,0.092,0.168,0.468,0.272
27372,0.225,0.417,0.161,0.197
27373,0.131,0.232,0.411,0.226
27374,0.14,0.193,0.432,0.235
27375,0.102,0.203,0.521,0.174
27376,0.185,0.404,0.178,0.233
27377,0.078,0.168,0.542,0.212
27378,0.219,0.383,0.134,0.264
27379,0.262,0.122,0.337,0.279
27380,0.077,0.216,0.468,0.239
27381,0.208,0.281,0.215,0.296
27382,0.223,0.165,0.283,0.329
27383,0.2,0.184,0.319,0.297
27384,0.098,0.447,0.111,0.344
27385,0.426,0.119,0.19,0.265
27386,0.31,0.366,0.101,0.223
27387,0.307,0.447,0.078,0.168
27388,0.586,0.12,0.112,0.182
27389,0.099,0.395,0.098,0.408
27390,0.118,0.127,0.482,0.273
27391,0.092,0.208,0.231,0.469
27392,0.095,0.123,0.403,0.379
27393,0.166,0.265,0.351,0.218
27394,0.093,0.503,0.124,0.28
27395,0.084,0.496,0.111,0.309
27396,0.093,0.11,0.442,0.355
27397,0.094,0.205,0.403,0.298
27398,0.204,0.491,0.106,0.199
27399,0.175,0.205,0.353,0.267
27400,0.311,0.24,0.216,0.233
27401,0.173,0.411,0.153,0.263
27402,0.177,0.43,0.157,0.236
27403,0.157,0.195,0.283,0.365
27404,0.14,0.146,0.503,0.211
27405,0.147,0.161,0.447,0.245
27406,0.175,0.289,0.186,0.35
27407,0.409,0.197,0.168,0.226
27408,0.342,0.316,0.146,0.196
27409,0.142,0.459,0.137,0.262
27410,0.259,0.219,0.176,0.346
27411,0.121,0.361,0.174,0.344
27412,0.14,0.438,0.184,0.238
27413,0.138,0.254,0.256,0.352
27414,0.352,0.255,0.175,0.218
27415,0.172,0.228,0.152,0.448
27416,0.151,0.273,0.158,0.418
27417,0.138,0.16,0.329,0.373
27418,0.187,0.125,0.48,0.208
27419,0.234,0.146,0.126,0.494
27420,0.185,0.224,0.124,0.467
27421,0.207,0.124,0.199,0.47
27422,0.219,0.133,0.157,0.491
27423,0.13,0.241,0.137,0.492
27424,0.109,0.471,0.19,0.23
27425,0.155,0.112,0.259,0.474
27426,0.174,0.148,0.16,0.518
27427,0.144,0.525,0.097,0.234
27428,0.485,0.161,0.119,0.235
27429,0.151,0.482,0.114,0.253
27430,0.072,0.217,0.502,0.209
27431,0.093,0.511,0.098,0.298
27432,0.129,0.237,0.135,0.499
27433,0.465,0.204,0.155,0.176
27434,0.466,0.14,0.121,0.273
27435,0.403,0.196,0.166,0.235
27436,0.146,0.105,0.537,0.212
27437,0.148,0.177,0.415,0.26
27438,0.284,0.201,0.154,0.361
27439,0.134,0.191,0.338,0.337
27440,0.117,0.41,0.277,0.196
27441,0.42,0.166,0.146,0.268
27442,0.429,0.131,0.14,0.3
27443,0.168,0.144,0.266,0.422
27444,0.132,0.489,0.122,0.257
27445,0.318,0.132,0.159,0.391
27446,0.165,0.187,0.466,0.182
27447,0.124,0.126,0.468,0.282
27448,0.102,0.133,0.513,0.252
27449,0.242,0.291,0.139,0.328
27450,0.265,0.139,0.127,0.469
27451,0.323,0.279,0.129,0.269
27452,0.11,0.549,0.135,0.206
27453,0.432,0.23,0.14,0.198
27454,0.136,0.119,0.439,0.306
27455,0.171,0.143,0.281,0.405
27456,0.223,0.26,0.37,0.147
27457,0.266,0.153,0.217,0.364
27458,0.229,0.162,0.254,0.355
27459,0.21,0.397,0.131,0.262
27460,0.328,0.169,0.193,0.31
27461,0.239,0.157,0.157,0.447
27462,0.134,0.154,0.3,0.412
27463,0.088,0.144,0.482,0.286
27464,0.15,0.155,0.339,0.356
27465,0.145,0.198,0.194,0.463
27466,0.234,0.154,0.172,0.44
27467,0.097,0.269,0.385,0.249
27468,0.214,0.191,0.379,0.216
27469,0.123,0.323,0.126,0.428
27470,0.266,0.138,0.381,0.215
27471,0.142,0.176,0.142,0.54
27472,0.136,0.138,0.276,0.45
27473,0.221,0.403,0.141,0.235
27474,0.102,0.458,0.197,0.243
27475,0.169,0.438,0.126,0.267
27476,0.181,0.22,0.332,0.267
27477,0.222,0.208,0.331,0.239
27478,0.374,0.151,0.129,0.346
27479,0.148,0.369,0.168,0.315
27480,0.129,0.119,0.538,0.214
27481,0.177,0.305,0.198,0.32
27482,0.256,0.182,0.218,0.344
27483,0.234,0.239,0.181,0.346
27484,0.308,0.221,0.207,0.264
27485,0.159,0.259,0.229,0.353
27486,0.35,0.135,0.191,0.324
27487,0.377,0.155,0.161,0.307
27488,0.168,0.41,0.195,0.227
27489,0.141,0.442,0.131,0.286
27490,0.213,0.226,0.327,0.234
27491,0.186,0.247,0.162,0.405
27492,0.157,0.43,0.129,0.284
27493,0.262,0.152,0.212,0.374
27494,0.24,0.267,0.189,0.304
27495,0.065,0.488,0.259,0.188
27496,0.193,0.306,0.264,0.237
27497,0.336,0.345,0.148,0.171
27498,0.099,0.365,0.311,0.225
27499,0.318,0.196,0.278,0.208
27500,0.348,0.196,0.063,0.393
27501,0.386,0.135,0.295,0.184
27502,0.41,0.166,0.211,0.213
27503,0.461,0.183,0.189,0.167
27504,0.087,0.347,0.126,0.44
27505,0.164,0.54,0.086,0.21
27506,0.256,0.35,0.097,0.297
27507,0.098,0.612,0.15,0.14
27508,0.059,0.486,0.086,0.369
27509,0.094,0.489,0.287,0.13
27510,0.184,0.155,0.226,0.435
27511,0.519,0.215,0.083,0.183
27512,0.241,0.173,0.414,0.172
27513,0.373,0.204,0.126,0.297
27514,0.303,0.157,0.179,0.361
27515,0.195,0.168,0.159,0.478
27516,0.115,0.28,0.19,0.415
27517,0.338,0.123,0.21,0.329
27518,0.443,0.163,0.131,0.263
27519,0.107,0.21,0.159,0.524
27520,0.147,0.317,0.133,0.403
27521,0.254,0.488,0.162,0.096
27522,0.107,0.146,0.342,0.405
27523,0.416,0.098,0.16,0.326
27524,0.101,0.127,0.344,0.428
27525,0.109,0.489,0.103,0.299
27526,0.146,0.079,0.148,0.627
27527,0.087,0.683,0.1,0.13
27528,0.528,0.178,0.149,0.145
27529,0.236,0.101,0.138,0.525
27530,0.628,0.188,0.079,0.105
27531,0.148,0.307,0.103,0.442
27532,0.372,0.246,0.195,0.187
27533,0.252,0.532,0.08,0.136
27534,0.23,0.295,0.342,0.133
27535,0.301,0.389,0.181,0.129
27536,0.1,0.21,0.319,0.371
27537,0.115,0.246,0.246,0.393
27538,0.224,0.471,0.16,0.145
27539,0.321,0.183,0.252,0.244
27540,0.52,0.217,0.11,0.153
27541,0.14,0.162,0.289,0.409
27542,0.102,0.42,0.24,0.238
27543,0.199,0.378,0.228,0.195
27544,0.245,0.483,0.116,0.156
27545,0.186,0.338,0.245,0.231
27546,0.148,0.338,0.202,0.312
27547,0.184,0.362,0.217,0.237
27548,0.189,0.273,0.191,0.347
27549,0.127,0.203,0.247,0.423
27550,0.178,0.145,0.234,0.443
27551,0.156,0.183,0.346,0.315
27552,0.142,0.246,0.176,0.436
27553,0.228,0.169,0.319,0.284
27554,0.107,0.368,0.264,0.261
27555,0.336,0.168,0.218,0.278
27556,0.136,0.243,0.177,0.444
27557,0.297,0.177,0.148,0.378
27558,0.249,0.147,0.233,0.371
27559,0.207,0.137,0.2,0.456
27560,0.159,0.207,0.169,0.465
27561,0.146,0.32,0.203,0.331
27562,0.171,0.241,0.373,0.215
27563,0.175,0.146,0.312,0.367
27564,0.1,0.395,0.173,0.332
27565,0.18,0.149,0.303,0.368
27566,0.131,0.203,0.249,0.417
27567,0.18,0.16,0.196,0.464
27568,0.242,0.28,0.124,0.354
27569,0.316,0.18,0.14,0.364
27570,0.229,0.131,0.365,0.275
27571,0.46,0.158,0.273,0.109
27572,0.391,0.253,0.137,0.219
27573,0.339,0.368,0.125,0.168
27574,0.159,0.193,0.482,0.166
27575,0.083,0.324,0.429,0.164
27576,0.287,0.311,0.207,0.195
27577,0.28,0.269,0.127,0.324
27578,0.102,0.463,0.256,0.179
27579,0.085,0.419,0.342,0.154
27580,0.235,0.161,0.126,0.478
27581,0.252,0.158,0.242,0.348
27582,0.14,0.331,0.217,0.312
27583,0.5,0.135,0.178,0.187
27584,0.143,0.341,0.225,0.291
27585,0.098,0.133,0.393,0.376
27586,0.316,0.292,0.102,0.29
27587,0.6,0.108,0.14,0.152
27588,0.389,0.106,0.208,0.297
27589,0.29,0.107,0.193,0.41
27590,0.092,0.485,0.226,0.197
27591,0.08,0.226,0.403,0.291
27592,0.111,0.548,0.079,0.262
27593,0.159,0.316,0.122,0.403
27594,0.611,0.117,0.114,0.158
27595,0.157,0.273,0.102,0.468
27596,0.203,0.136,0.182,0.479
27597,0.09,0.137,0.549,0.224
27598,0.257,0.223,0.092,0.428
27599,0.178,0.137,0.182,0.503
27600,0.135,0.113,0.242,0.51
27601,0.276,0.115,0.156,0.453
27602,0.608,0.129,0.073,0.19
27603,0.082,0.276,0.196,0.446
27604,0.519,0.18,0.076,0.225
27605,0.188,0.159,0.2,0.453
27606,0.092,0.377,0.083,0.448
27607,0.178,0.103,0.541,0.178
27608,0.186,0.229,0.343,0.242
27609,0.256,0.337,0.176,0.231
27610,0.334,0.237,0.202,0.227
27611,0.18,0.393,0.195,0.232
27612,0.167,0.282,0.313,0.238
27613,0.311,0.286,0.206,0.197
27614,0.211,0.226,0.248,0.315
27615,0.225,0.291,0.203,0.281
27616,0.323,0.247,0.219,0.211
27617,0.113,0.397,0.308,0.182
27618,0.263,0.231,0.2,0.306
27619,0.348,0.193,0.255,0.204
27620,0.302,0.295,0.161,0.242
27621,0.208,0.19,0.403,0.199
27622,0.151,0.233,0.355,0.261
27623,0.143,0.392,0.241,0.224
27624,0.125,0.358,0.356,0.161
27625,0.311,0.238,0.209,0.242
27626,0.357,0.309,0.169,0.165
27627,0.351,0.197,0.187,0.265
27628,0.154,0.209,0.434,0.203
27629,0.158,0.184,0.418,0.24
27630,0.116,0.202,0.494,0.188
27631,0.288,0.245,0.157,0.31
27632,0.115,0.312,0.442,0.131
27633,0.145,0.196,0.442,0.217
27634,0.148,0.385,0.199,0.268
27635,0.187,0.286,0.172,0.355
27636,0.128,0.377,0.236,0.259
27637,0.154,0.226,0.249,0.371
27638,0.121,0.238,0.4,0.241
27639,0.148,0.213,0.412,0.227
27640,0.16,0.227,0.231,0.382
27641,0.433,0.184,0.183,0.2
27642,0.126,0.253,0.404,0.217
27643,0.37,0.156,0.181,0.293
27644,0.398,0.19,0.169,0.243
27645,0.2,0.257,0.197,0.346
27646,0.317,0.139,0.309,0.235
27647,0.337,0.212,0.252,0.199
27648,0.186,0.503,0.14,0.171
27649,0.221,0.155,0.34,0.284
27650,0.097,0.518,0.139,0.246
27651,0.212,0.177,0.315,0.296
27652,0.166,0.352,0.172,0.31
27653,0.118,0.579,0.137,0.166
27654,0.129,0.571,0.12,0.18
27655,0.184,0.232,0.394,0.19
27656,0.183,0.149,0.466,0.202
27657,0.182,0.379,0.196,0.243
27658,0.1,0.535,0.202,0.163
27659,0.11,0.131,0.555,0.204
27660,0.176,0.201,0.419,0.204
27661,0.135,0.203,0.463,0.199
27662,0.429,0.128,0.213,0.23
27663,0.133,0.588,0.127,0.152
27664,0.234,0.445,0.123,0.198
27665,0.241,0.203,0.265,0.291
27666,0.145,0.217,0.384,0.254
27667,0.11,0.4,0.266,0.224
27668,0.258,0.3,0.216,0.226
27669,0.174,0.39,0.2,0.236
27670,0.324,0.378,0.118,0.18
27671,0.289,0.198,0.172,0.341
27672,0.09,0.433,0.233,0.244
27673,0.159,0.276,0.267,0.298
27674,0.143,0.327,0.174,0.356
27675,0.211,0.37,0.138,0.281
27676,0.217,0.192,0.262,0.329
27677,0.132,0.19,0.32,0.358
27678,0.391,0.285,0.158,0.166
27679,0.214,0.266,0.354,0.166
27680,0.124,0.413,0.152,0.311
27681,0.188,0.373,0.135,0.304
27682,0.128,0.428,0.137,0.307
27683,0.133,0.464,0.117,0.286
27684,0.212,0.181,0.168,0.439
27685,0.12,0.431,0.172,0.277
27686,0.417,0.237,0.127,0.219
27687,0.115,0.243,0.409,0.233
27688,0.091,0.395,0.267,0.247
27689,0.111,0.281,0.229,0.379
27690,0.11,0.135,0.269,0.486
27691,0.114,0.128,0.481,0.277
27692,0.16,0.163,0.167,0.51
27693,0.107,0.176,0.269,0.448
27694,0.124,0.214,0.137,0.525
27695,0.095,0.176,0.463,0.266
27696,0.102,0.324,0.127,0.447
27697,0.165,0.146,0.166,0.523
27698,0.231,0.171,0.154,0.444
27699,0.122,0.261,0.128,0.489
27700,0.196,0.145,0.176,0.483
27701,0.149,0.443,0.154,0.254
27702,0.158,0.208,0.111,0.523
27703,0.211,0.241,0.064,0.484
27704,0.257,0.066,0.188,0.489
27705,0.055,0.083,0.319,0.543
27706,0.163,0.084,0.215,0.538
27707,0.08,0.287,0.145,0.488
27708,0.145,0.139,0.534,0.182
27709,0.069,0.266,0.118,0.547
27710,0.049,0.064,0.389,0.498
27711,0.228,0.2,0.084,0.488
27712,0.275,0.372,0.061,0.292
27713,0.08,0.085,0.307,0.528
27714,0.154,0.576,0.124,0.146
27715,0.149,0.237,0.073,0.541
27716,0.172,0.262,0.074,0.492
27717,0.042,0.301,0.097,0.56
27718,0.086,0.28,0.086,0.548
27719,0.064,0.201,0.093,0.642
27720,0.067,0.495,0.07,0.368
27721,0.325,0.137,0.163,0.375
27722,0.153,0.438,0.215,0.194
27723,0.185,0.191,0.28,0.344
27724,0.154,0.223,0.4,0.223
27725,0.351,0.25,0.16,0.239
27726,0.184,0.303,0.189,0.324
27727,0.157,0.21,0.355,0.278
27728,0.14,0.242,0.408,0.21
27729,0.132,0.253,0.316,0.299
27730,0.421,0.168,0.203,0.208
27731,0.194,0.243,0.29,0.273
27732,0.17,0.416,0.184,0.23
27733,0.178,0.212,0.33,0.28
27734,0.175,0.256,0.177,0.392
27735,0.177,0.205,0.325,0.293
27736,0.195,0.221,0.245,0.339
27737,0.228,0.207,0.281,0.284
27738,0.143,0.388,0.182,0.287
27739,0.207,0.365,0.21,0.218
27740,0.31,0.186,0.34,0.164
27741,0.183,0.414,0.112,0.291
27742,0.183,0.388,0.076,0.353
27743,0.255,0.261,0.09,0.394
27744,0.272,0.207,0.247,0.274
27745,0.318,0.25,0.099,0.333
27746,0.712,0.067,0.092,0.129
27747,0.072,0.394,0.316,0.218
27748,0.08,0.406,0.071,0.443
27749,0.199,0.093,0.335,0.373
27750,0.091,0.312,0.121,0.476
27751,0.154,0.092,0.246,0.508
27752,0.212,0.107,0.098,0.583
27753,0.436,0.089,0.081,0.394
27754,0.153,0.089,0.612,0.146
27755,0.083,0.09,0.358,0.469
27756,0.211,0.171,0.094,0.524
27757,0.062,0.112,0.607,0.219
27758,0.178,0.121,0.1,0.601
27759,0.272,0.153,0.183,0.392
27760,0.246,0.215,0.182,0.357
27761,0.329,0.154,0.237,0.28
27762,0.144,0.24,0.364,0.252
27763,0.19,0.182,0.413,0.215
27764,0.17,0.225,0.208,0.397
27765,0.135,0.378,0.211,0.276
27766,0.209,0.171,0.224,0.396
27767,0.132,0.236,0.178,0.454
27768,0.153,0.468,0.162,0.217
27769,0.157,0.347,0.138,0.358
27770,0.095,0.223,0.414,0.268
27771,0.184,0.207,0.134,0.475
27772,0.177,0.192,0.164,0.467
27773,0.289,0.221,0.119,0.371
27774,0.365,0.192,0.276,0.167
27775,0.224,0.421,0.121,0.234
27776,0.144,0.396,0.149,0.311
27777,0.146,0.143,0.452,0.259
27778,0.169,0.3,0.126,0.405
27779,0.179,0.114,0.451,0.256
27780,0.359,0.249,0.22,0.172
27781,0.318,0.334,0.238,0.11
27782,0.147,0.08,0.577,0.196
27783,0.254,0.286,0.348,0.112
27784,0.35,0.202,0.135,0.313
27785,0.098,0.408,0.191,0.303
27786,0.36,0.391,0.08,0.169
27787,0.492,0.102,0.219,0.187
27788,0.29,0.214,0.1,0.396
27789,0.091,0.287,0.492,0.13
27790,0.221,0.344,0.262,0.173
27791,0.051,0.404,0.366,0.179
27792,0.334,0.324,0.248,0.094
27793,0.279,0.219,0.11,0.392
27794,0.216,0.407,0.215,0.162
27795,0.059,0.399,0.237,0.305
27796,0.206,0.274,0.118,0.402
27797,0.25,0.222,0.354,0.174
27798,0.276,0.204,0.247,0.273
27799,0.173,0.447,0.199,0.181
27800,0.413,0.17,0.201,0.216
27801,0.33,0.254,0.224,0.192
27802,0.43,0.242,0.152,0.176
27803,0.198,0.284,0.21,0.308
27804,0.209,0.2,0.335,0.256
27805,0.155,0.22,0.399,0.226
27806,0.117,0.321,0.352,0.21
27807,0.147,0.29,0.192,0.371
27808,0.121,0.351,0.169,0.359
27809,0.188,0.292,0.203,0.317
27810,0.164,0.273,0.296,0.267
27811,0.242,0.384,0.174,0.2
27812,0.219,0.21,0.208,0.363
27813,0.099,0.419,0.229,0.253
27814,0.171,0.279,0.197,0.353
27815,0.127,0.488,0.171,0.214
27816,0.198,0.363,0.174,0.265
27817,0.179,0.209,0.287,0.325
27818,0.116,0.613,0.094,0.177
27819,0.255,0.217,0.375,0.153
27820,0.385,0.141,0.25,0.224
27821,0.109,0.247,0.441,0.203
27822,0.342,0.381,0.084,0.193
27823,0.211,0.294,0.163,0.332
27824,0.228,0.248,0.326,0.198
27825,0.173,0.244,0.234,0.349
27826,0.113,0.261,0.224,0.402
27827,0.178,0.173,0.261,0.388
27828,0.155,0.459,0.218,0.168
27829,0.259,0.321,0.155,0.265
27830,0.092,0.346,0.412,0.15
27831,0.371,0.4,0.081,0.148
27832,0.212,0.219,0.171,0.398
27833,0.214,0.145,0.483,0.158
27834,0.231,0.483,0.073,0.213
27835,0.083,0.374,0.376,0.167
27836,0.178,0.19,0.234,0.398
27837,0.297,0.162,0.231,0.31
27838,0.423,0.136,0.108,0.333
27839,0.284,0.146,0.301,0.269
27840,0.154,0.282,0.208,0.356
27841,0.169,0.205,0.184,0.442
27842,0.353,0.354,0.1,0.193
27843,0.138,0.158,0.268,0.436
27844,0.302,0.235,0.131,0.332
27845,0.158,0.152,0.15,0.54
27846,0.225,0.152,0.203,0.42
27847,0.119,0.322,0.175,0.384
27848,0.124,0.231,0.217,0.428
27849,0.304,0.175,0.222,0.299
27850,0.234,0.253,0.212,0.301
27851,0.178,0.155,0.173,0.494
27852,0.147,0.123,0.249,0.481
27853,0.404,0.118,0.193,0.285
27854,0.104,0.177,0.262,0.457
27855,0.12,0.201,0.263,0.416
27856,0.34,0.249,0.114,0.297
27857,0.16,0.447,0.101,0.292
27858,0.212,0.146,0.251,0.391
27859,0.286,0.228,0.121,0.365
27860,0.177,0.125,0.31,0.388
27861,0.174,0.413,0.145,0.268
27862,0.304,0.137,0.175,0.384
27863,0.207,0.166,0.135,0.492
27864,0.141,0.146,0.273,0.44
27865,0.11,0.32,0.2,0.37
27866,0.189,0.197,0.158,0.456
27867,0.148,0.154,0.465,0.233
27868,0.104,0.542,0.127,0.227
27869,0.11,0.158,0.346,0.386
27870,0.117,0.199,0.419,0.265
27871,0.467,0.139,0.167,0.227
27872,0.201,0.277,0.119,0.403
27873,0.483,0.116,0.14,0.261
27874,0.513,0.109,0.189,0.189
27875,0.43,0.256,0.139,0.175
27876,0.349,0.208,0.157,0.286
27877,0.145,0.371,0.234,0.25
27878,0.272,0.241,0.145,0.342
27879,0.376,0.22,0.157,0.247
27880,0.256,0.111,0.382,0.251
27881,0.434,0.292,0.082,0.192
27882,0.487,0.133,0.177,0.203
27883,0.175,0.376,0.171,0.278
27884,0.254,0.291,0.197,0.258
27885,0.304,0.36,0.121,0.215
27886,0.258,0.231,0.332,0.179
27887,0.268,0.293,0.196,0.243
27888,0.143,0.266,0.32,0.271
27889,0.273,0.218,0.183,0.326
27890,0.179,0.49,0.168,0.163
27891,0.273,0.118,0.265,0.344
27892,0.102,0.307,0.423,0.168
27893,0.207,0.521,0.145,0.127
27894,0.23,0.387,0.262,0.121
27895,0.358,0.093,0.383,0.166
27896,0.399,0.288,0.188,0.125
27897,0.207,0.065,0.579,0.149
27898,0.128,0.214,0.455,0.203
27899,0.331,0.127,0.2,0.342
27900,0.656,0.081,0.114,0.149
27901,0.073,0.112,0.582,0.233
27902,0.29,0.478,0.101,0.131
27903,0.093,0.416,0.307,0.184
27904,0.106,0.462,0.288,0.144
27905,0.098,0.454,0.195,0.253
27906,0.145,0.367,0.391,0.097
27907,0.064,0.076,0.691,0.169
27908,0.112,0.415,0.21,0.263
27909,0.219,0.238,0.378,0.165
27910,0.181,0.146,0.512,0.161
27911,0.177,0.35,0.162,0.311
27912,0.156,0.28,0.233,0.331
27913,0.151,0.249,0.28,0.32
27914,0.087,0.226,0.418,0.269
27915,0.068,0.455,0.171,0.306
27916,0.218,0.175,0.277,0.33
27917,0.129,0.24,0.285,0.346
27918,0.347,0.163,0.141,0.349
27919,0.271,0.294,0.112,0.323
27920,0.122,0.45,0.109,0.319
27921,0.099,0.445,0.116,0.34
27922,0.333,0.177,0.126,0.364
27923,0.196,0.29,0.119,0.395
