No,Ch1,Ch2,Ch3,Ch4,Result,ANS,Accuracy
19952,0.272,0.159,0.392,0.177,Ch3,Ch4,0
19953,0.23,0.433,0.109,0.228,Ch2,Ch4,0
19954,0.123,0.145,0.302,0.43,Ch4,Ch3,0
19955,0.238,0.12,0.411,0.231,Ch3,Ch4,0
19956,0.204,0.132,0.423,0.241,Ch3,Ch3,1
19957,0.108,0.615,0.102,0.175,Ch2,Ch2,1
19958,0.116,0.208,0.15,0.526,Ch4,Ch4,1
19959,0.137,0.128,0.254,0.481,Ch4,Ch4,1
19960,0.18,0.393,0.267,0.16,Ch2,Ch3,0
19961,0.515,0.142,0.134,0.209,Ch1,Ch4,0
19962,0.142,0.427,0.136,0.295,Ch2,Ch4,0
19963,0.117,0.143,0.55,0.19,Ch3,Ch3,1
19964,0.289,0.172,0.088,0.451,Ch4,Ch1,0
19965,0.199,0.507,0.096,0.198,Ch2,Ch2,1
19966,0.175,0.119,0.144,0.562,Ch4,Ch4,1
19967,0.404,0.154,0.158,0.284,Ch1,Ch4,0
19968,0.131,0.395,0.177,0.297,Ch2,Ch4,0
19969,0.108,0.244,0.229,0.419,Ch4,Ch3,0
19970,0.352,0.139,0.296,0.213,Ch1,Ch1,1
19971,0.35,0.151,0.314,0.185,Ch1,Ch1,1
19972,0.346,0.305,0.149,0.2,Ch1,Ch1,1
19973,0.157,0.383,0.229,0.231,Ch2,Ch3,0
19974,0.104,0.266,0.372,0.258,Ch3,Ch3,1
19975,0.121,0.35,0.29,0.239,Ch2,Ch3,0
19976,0.399,0.155,0.149,0.297,Ch1,Ch1,1
19977,0.435,0.132,0.241,0.192,Ch1,Ch1,1
19978,0.182,0.159,0.291,0.368,Ch4,Ch3,0
19979,0.144,0.137,0.271,0.448,Ch4,Ch3,0
19980,0.171,0.335,0.103,0.391,Ch4,Ch2,0
19981,0.167,0.227,0.152,0.454,Ch4,Ch3,0
19982,0.342,0.139,0.125,0.394,Ch4,Ch1,0
19983,0.137,0.15,0.453,0.26,Ch3,Ch3,1
19984,0.164,0.266,0.132,0.438,Ch4,Ch2,0
19985,0.156,0.17,0.323,0.351,Ch4,Ch3,0
19986,0.254,0.2,0.127,0.419,Ch4,Ch1,0
19987,0.121,0.218,0.247,0.414,Ch4,Ch3,0
19988,0.217,0.244,0.151,0.388,Ch4,Ch1,0
19989,0.166,0.249,0.387,0.198,Ch3,Ch1,0
19990,0.283,0.203,0.227,0.287,Ch4,Ch2,0
19991,0.36,0.182,0.181,0.277,Ch1,Ch3,0
19992,0.128,0.297,0.38,0.195,Ch3,Ch3,1
19993,0.128,0.455,0.123,0.294,Ch2,Ch1,0
19994,0.258,0.178,0.171,0.393,Ch4,Ch4,1
19995,0.203,0.431,0.147,0.219,Ch2,Ch1,0
19996,0.181,0.404,0.126,0.289,Ch2,Ch1,0
19997,0.182,0.17,0.438,0.21,Ch3,Ch2,0
19998,0.209,0.172,0.202,0.417,Ch4,Ch1,0
19999,0.119,0.442,0.149,0.29,Ch2,Ch2,1
20000,0.151,0.426,0.228,0.195,Ch2,Ch3,0
20001,0.376,0.148,0.21,0.266,Ch1,Ch1,1
20002,0.136,0.167,0.407,0.29,Ch3,Ch3,1
20003,0.189,0.173,0.298,0.34,Ch4,Ch3,0
20004,0.135,0.266,0.257,0.342,Ch4,Ch3,0
20005,0.159,0.422,0.111,0.308,Ch2,Ch2,1
20006,0.446,0.145,0.187,0.222,Ch1,Ch2,0
20007,0.119,0.303,0.321,0.257,Ch3,Ch3,1
20008,0.344,0.187,0.324,0.145,Ch1,Ch4,0
20009,0.142,0.231,0.354,0.273,Ch3,Ch4,0
20010,0.138,0.213,0.377,0.272,Ch3,Ch4,0
20011,0.328,0.171,0.171,0.33,Ch4,Ch4,1
20012,0.245,0.194,0.302,0.259,Ch3,Ch4,0
20013,0.234,0.163,0.362,0.241,Ch3,Ch4,0
20014,0.347,0.202,0.18,0.271,Ch1,Ch4,0
20015,0.15,0.28,0.304,0.266,Ch3,Ch4,0
20016,0.157,0.162,0.255,0.426,Ch4,Ch4,1
20017,0.255,0.176,0.316,0.253,Ch3,Ch4,0
20018,0.213,0.141,0.394,0.252,Ch3,Ch4,0
20019,0.183,0.171,0.231,0.415,Ch4,Ch4,1
20020,0.135,0.176,0.302,0.387,Ch4,Ch4,1
20021,0.334,0.197,0.164,0.305,Ch1,Ch4,0
20022,0.31,0.214,0.16,0.316,Ch4,Ch4,1
20023,0.297,0.129,0.272,0.302,Ch4,Ch4,1
20024,0.12,0.367,0.212,0.301,Ch2,Ch4,0
20025,0.153,0.196,0.236,0.415,Ch4,Ch4,1
20026,0.149,0.311,0.313,0.227,Ch3,Ch4,0
20027,0.142,0.168,0.33,0.36,Ch4,Ch3,0
20028,0.242,0.405,0.112,0.241,Ch2,Ch1,0
20029,0.176,0.298,0.281,0.245,Ch2,Ch2,1
20030,0.125,0.422,0.224,0.229,Ch2,Ch3,0
20031,0.369,0.231,0.136,0.264,Ch1,Ch2,0
20032,0.27,0.235,0.175,0.32,Ch4,Ch1,0
20033,0.197,0.212,0.204,0.387,Ch4,Ch1,0
20034,0.363,0.175,0.156,0.306,Ch1,Ch1,1
20035,0.103,0.163,0.417,0.317,Ch3,Ch3,1
20036,0.313,0.211,0.225,0.251,Ch1,Ch3,0
20037,0.298,0.166,0.22,0.316,Ch4,Ch4,1
20038,0.228,0.349,0.133,0.29,Ch2,Ch1,0
20039,0.137,0.424,0.164,0.275,Ch2,Ch4,0
20040,0.251,0.336,0.127,0.286,Ch2,Ch4,0
20041,0.153,0.251,0.175,0.421,Ch4,Ch2,0
20042,0.363,0.223,0.124,0.29,Ch1,Ch1,1
20043,0.119,0.439,0.167,0.275,Ch2,Ch2,1
20044,0.13,0.409,0.145,0.316,Ch2,Ch2,1
20045,0.284,0.204,0.164,0.348,Ch4,Ch4,1
20046,0.152,0.201,0.192,0.455,Ch4,Ch2,0
20047,0.224,0.132,0.137,0.507,Ch4,Ch1,0
20048,0.159,0.145,0.127,0.569,Ch4,Ch4,1
20049,0.113,0.154,0.466,0.267,Ch3,Ch3,1
20050,0.195,0.434,0.116,0.255,Ch2,Ch2,1
20051,0.117,0.113,0.502,0.268,Ch3,Ch3,1
20052,0.317,0.137,0.146,0.4,Ch4,Ch4,1
20053,0.103,0.088,0.339,0.47,Ch4,Ch4,1
20054,0.129,0.497,0.1,0.274,Ch2,Ch4,0
20055,0.079,0.231,0.478,0.212,Ch3,Ch3,1
20056,0.107,0.167,0.22,0.506,Ch4,Ch4,1
20057,0.153,0.515,0.119,0.213,Ch2,Ch4,0
20058,0.152,0.092,0.276,0.48,Ch4,Ch4,1
20059,0.17,0.136,0.133,0.561,Ch4,Ch4,1
20060,0.136,0.169,0.147,0.548,Ch4,Ch4,1
20061,0.122,0.461,0.112,0.305,Ch2,Ch4,0
20062,0.134,0.136,0.127,0.603,Ch4,Ch4,1
20063,0.451,0.117,0.134,0.298,Ch1,Ch4,0
20064,0.143,0.176,0.238,0.443,Ch4,Ch4,1
20065,0.154,0.227,0.277,0.342,Ch4,Ch3,0
20066,0.194,0.34,0.147,0.319,Ch2,Ch2,1
20067,0.354,0.11,0.259,0.277,Ch1,Ch1,1
20068,0.099,0.177,0.452,0.272,Ch3,Ch4,0
20069,0.124,0.164,0.377,0.335,Ch3,Ch3,1
20070,0.115,0.323,0.254,0.308,Ch2,Ch2,1
20071,0.119,0.321,0.215,0.345,Ch4,Ch4,1
20072,0.144,0.19,0.194,0.472,Ch4,Ch4,1
20073,0.163,0.165,0.201,0.471,Ch4,Ch4,1
20074,0.107,0.144,0.358,0.391,Ch4,Ch4,1
20075,0.132,0.391,0.139,0.338,Ch2,Ch2,1
20076,0.34,0.145,0.145,0.37,Ch4,Ch4,1
20077,0.158,0.146,0.209,0.487,Ch4,Ch4,1
20078,0.318,0.24,0.132,0.31,Ch1,Ch4,0
20079,0.16,0.154,0.208,0.478,Ch4,Ch4,1
20080,0.155,0.184,0.172,0.489,Ch4,Ch4,1
20081,0.135,0.424,0.151,0.29,Ch2,Ch2,1
20082,0.127,0.142,0.167,0.564,Ch4,Ch4,1
20083,0.36,0.127,0.17,0.343,Ch1,Ch4,0
20084,0.373,0.127,0.201,0.299,Ch1,Ch1,1
20085,0.242,0.369,0.14,0.249,Ch2,Ch4,0
20086,0.137,0.283,0.262,0.318,Ch4,Ch3,0
20087,0.256,0.289,0.111,0.344,Ch4,Ch4,1
20088,0.224,0.178,0.193,0.405,Ch4,Ch4,1
20089,0.267,0.139,0.266,0.328,Ch4,Ch1,0
20090,0.196,0.135,0.219,0.45,Ch4,Ch4,1
20091,0.204,0.238,0.118,0.44,Ch4,Ch4,1
20092,0.108,0.431,0.216,0.245,Ch2,Ch2,1
20093,0.118,0.13,0.294,0.458,Ch4,Ch3,0
20094,0.112,0.272,0.378,0.238,Ch3,Ch2,0
20095,0.385,0.146,0.248,0.221,Ch1,Ch4,0
20096,0.254,0.269,0.211,0.266,Ch2,Ch4,0
20097,0.21,0.287,0.124,0.379,Ch4,Ch2,0
20098,0.16,0.145,0.339,0.356,Ch4,Ch3,0
20099,0.214,0.232,0.243,0.311,Ch4,Ch2,0
20100,0.133,0.221,0.364,0.282,Ch3,Ch3,1
20101,0.137,0.355,0.259,0.249,Ch2,Ch4,0
20102,0.242,0.136,0.181,0.441,Ch4,Ch4,1
20103,0.428,0.103,0.162,0.307,Ch1,Ch1,1
20104,0.201,0.141,0.253,0.405,Ch4,Ch1,0
20105,0.142,0.099,0.257,0.502,Ch4,Ch4,1
20106,0.41,0.121,0.177,0.292,Ch1,Ch1,1
20107,0.515,0.094,0.152,0.239,Ch1,Ch1,1
20108,0.155,0.294,0.093,0.458,Ch4,Ch4,1
20109,0.135,0.452,0.119,0.294,Ch2,Ch4,0
20110,0.229,0.151,0.119,0.501,Ch4,Ch1,0
20111,0.088,0.482,0.191,0.239,Ch2,Ch2,1
20112,0.084,0.336,0.337,0.243,Ch3,Ch2,0
20113,0.087,0.388,0.1,0.425,Ch4,Ch2,0
20114,0.092,0.389,0.127,0.392,Ch4,Ch2,0
20115,0.148,0.108,0.14,0.604,Ch4,Ch1,0
20116,0.087,0.121,0.298,0.494,Ch4,Ch2,0
20117,0.246,0.159,0.095,0.5,Ch4,Ch1,0
20118,0.356,0.152,0.095,0.397,Ch4,Ch1,0
20119,0.104,0.089,0.254,0.553,Ch4,Ch1,0
20120,0.145,0.533,0.087,0.235,Ch2,Ch2,1
20121,0.078,0.372,0.242,0.308,Ch2,Ch3,0
20122,0.254,0.498,0.106,0.142,Ch2,Ch2,1
20123,0.228,0.205,0.104,0.463,Ch4,Ch1,0
20124,0.322,0.158,0.203,0.317,Ch1,Ch2,0
20125,0.411,0.204,0.148,0.237,Ch1,Ch1,1
20126,0.09,0.602,0.096,0.212,Ch2,Ch2,1
20127,0.084,0.11,0.55,0.256,Ch3,Ch3,1
20128,0.327,0.234,0.125,0.314,Ch1,Ch2,0
20129,0.08,0.429,0.096,0.395,Ch2,Ch2,1
20130,0.383,0.134,0.097,0.386,Ch4,Ch1,0
20131,0.077,0.331,0.193,0.399,Ch4,Ch3,0
20132,0.089,0.232,0.475,0.204,Ch3,Ch3,1
20133,0.071,0.563,0.108,0.258,Ch2,Ch2,1
20134,0.148,0.079,0.419,0.354,Ch3,Ch4,0
20135,0.604,0.095,0.088,0.213,Ch1,Ch1,1
20136,0.08,0.541,0.1,0.279,Ch2,Ch2,1
20137,0.069,0.106,0.402,0.423,Ch4,Ch3,0
20138,0.137,0.087,0.578,0.198,Ch3,Ch3,1
20139,0.447,0.104,0.085,0.364,Ch1,Ch4,0
20140,0.114,0.258,0.081,0.547,Ch4,Ch4,1
20141,0.289,0.165,0.32,0.226,Ch3,Ch2,0
20142,0.232,0.319,0.226,0.223,Ch2,Ch3,0
20143,0.253,0.262,0.287,0.198,Ch3,Ch2,0
20144,0.13,0.352,0.275,0.243,Ch2,Ch3,0
20145,0.15,0.254,0.272,0.324,Ch4,Ch2,0
20146,0.165,0.267,0.326,0.242,Ch3,Ch2,0
20147,0.364,0.181,0.144,0.311,Ch1,Ch1,1
20148,0.241,0.267,0.259,0.233,Ch2,Ch3,0
20149,0.202,0.15,0.301,0.347,Ch4,Ch3,0
20150,0.262,0.32,0.151,0.267,Ch2,Ch4,0
20151,0.279,0.315,0.164,0.242,Ch2,Ch2,1
20152,0.242,0.39,0.136,0.232,Ch2,Ch3,0
20153,0.143,0.303,0.28,0.274,Ch2,Ch4,0
20154,0.109,0.168,0.401,0.322,Ch3,Ch3,1
20155,0.276,0.128,0.395,0.201,Ch3,Ch4,0
20156,0.354,0.142,0.181,0.323,Ch1,Ch4,0
20157,0.275,0.184,0.191,0.35,Ch4,Ch4,1
20158,0.154,0.367,0.165,0.314,Ch2,Ch4,0
20159,0.127,0.226,0.295,0.352,Ch4,Ch4,1
20160,0.125,0.455,0.135,0.285,Ch2,Ch2,1
20161,0.139,0.177,0.33,0.354,Ch4,Ch4,1
20162,0.16,0.164,0.262,0.414,Ch4,Ch3,0
20163,0.319,0.178,0.219,0.284,Ch1,Ch3,0
20164,0.274,0.128,0.216,0.382,Ch4,Ch3,0
20165,0.1,0.218,0.436,0.246,Ch3,Ch3,1
20166,0.334,0.134,0.161,0.371,Ch4,Ch1,0
20167,0.453,0.14,0.122,0.285,Ch1,Ch1,1
20168,0.119,0.16,0.371,0.35,Ch3,Ch3,1
20169,0.286,0.134,0.297,0.283,Ch3,Ch1,0
20170,0.162,0.21,0.146,0.482,Ch4,Ch4,1
20171,0.155,0.188,0.167,0.49,Ch4,Ch4,1
20172,0.422,0.157,0.128,0.293,Ch1,Ch1,1
20173,0.168,0.172,0.301,0.359,Ch4,Ch3,0
20174,0.122,0.403,0.116,0.359,Ch2,Ch2,1
20175,0.141,0.116,0.441,0.302,Ch3,Ch3,1
20176,0.183,0.245,0.189,0.383,Ch4,Ch2,0
20177,0.15,0.2,0.318,0.332,Ch4,Ch4,1
20178,0.351,0.137,0.155,0.357,Ch4,Ch4,1
20179,0.269,0.103,0.34,0.288,Ch3,Ch3,1
20180,0.106,0.147,0.589,0.158,Ch3,Ch4,0
20181,0.209,0.107,0.336,0.348,Ch4,Ch3,0
20182,0.16,0.121,0.441,0.278,Ch3,Ch1,0
20183,0.185,0.122,0.125,0.568,Ch4,Ch1,0
20184,0.381,0.238,0.189,0.192,Ch1,Ch3,0
20185,0.176,0.109,0.146,0.569,Ch4,Ch1,0
20186,0.12,0.22,0.493,0.167,Ch3,Ch1,0
20187,0.105,0.216,0.327,0.352,Ch4,Ch4,1
20188,0.132,0.23,0.143,0.495,Ch4,Ch2,0
20189,0.216,0.12,0.119,0.545,Ch4,Ch1,0
20190,0.105,0.534,0.125,0.236,Ch2,Ch3,0
20191,0.111,0.267,0.122,0.5,Ch4,Ch3,0
20192,0.177,0.105,0.545,0.173,Ch3,Ch2,0
20193,0.139,0.142,0.137,0.582,Ch4,Ch4,1
20194,0.11,0.096,0.428,0.366,Ch3,Ch2,0
20195,0.122,0.098,0.259,0.521,Ch4,Ch4,1
20196,0.388,0.105,0.338,0.169,Ch1,Ch3,0
20197,0.089,0.139,0.194,0.578,Ch4,Ch1,0
20198,0.157,0.21,0.279,0.354,Ch4,Ch3,0
20199,0.254,0.261,0.131,0.354,Ch4,Ch4,1
20200,0.221,0.213,0.198,0.368,Ch4,Ch3,0
20201,0.372,0.108,0.267,0.253,Ch1,Ch3,0
20202,0.454,0.159,0.1,0.287,Ch1,Ch1,1
20203,0.133,0.262,0.294,0.311,Ch4,Ch2,0
20204,0.136,0.182,0.326,0.356,Ch4,Ch3,0
20205,0.162,0.222,0.264,0.352,Ch4,Ch3,0
20206,0.39,0.201,0.213,0.196,Ch1,Ch1,1
20207,0.169,0.377,0.179,0.275,Ch2,Ch2,1
20208,0.108,0.409,0.303,0.18,Ch2,Ch3,0
20209,0.179,0.458,0.077,0.286,Ch2,Ch2,1
20210,0.301,0.105,0.397,0.197,Ch3,Ch3,1
20211,0.09,0.549,0.077,0.284,Ch2,Ch2,1
20212,0.298,0.106,0.2,0.396,Ch4,Ch4,1
20213,0.555,0.108,0.096,0.241,Ch1,Ch1,1
20214,0.105,0.306,0.29,0.299,Ch2,Ch3,0
20215,0.21,0.289,0.119,0.382,Ch4,Ch4,1
20216,0.126,0.272,0.166,0.436,Ch4,Ch3,0
20217,0.292,0.152,0.222,0.334,Ch4,Ch4,1
20218,0.141,0.171,0.335,0.353,Ch4,Ch4,1
20219,0.15,0.157,0.429,0.264,Ch3,Ch4,0
20220,0.17,0.354,0.13,0.346,Ch2,Ch4,0
20221,0.128,0.161,0.33,0.381,Ch4,Ch4,1
20222,0.15,0.112,0.278,0.46,Ch4,Ch4,1
20223,0.301,0.144,0.208,0.347,Ch4,Ch4,1
20224,0.423,0.151,0.18,0.246,Ch1,Ch4,0
20225,0.119,0.346,0.264,0.271,Ch2,Ch4,0
20226,0.163,0.137,0.258,0.442,Ch4,Ch4,1
20227,0.142,0.152,0.297,0.409,Ch4,Ch4,1
20228,0.182,0.148,0.28,0.39,Ch4,Ch4,1
20229,0.256,0.279,0.152,0.313,Ch4,Ch4,1
20230,0.142,0.267,0.148,0.443,Ch4,Ch4,1
20231,0.325,0.242,0.104,0.329,Ch4,Ch4,1
20232,0.215,0.208,0.331,0.246,Ch3,Ch3,1
20233,0.192,0.124,0.279,0.405,Ch4,Ch4,1
20234,0.116,0.107,0.4,0.377,Ch3,Ch4,0
20235,0.267,0.157,0.188,0.388,Ch4,Ch4,1
20236,0.194,0.199,0.136,0.471,Ch4,Ch4,1
20237,0.116,0.462,0.147,0.275,Ch2,Ch4,0
20238,0.268,0.093,0.459,0.18,Ch3,Ch4,0
20239,0.512,0.113,0.121,0.254,Ch1,Ch4,0
20240,0.219,0.133,0.145,0.503,Ch4,Ch4,1
20241,0.134,0.222,0.113,0.531,Ch4,Ch4,1
20242,0.173,0.172,0.124,0.531,Ch4,Ch1,0
20243,0.115,0.143,0.305,0.437,Ch4,Ch1,0
20244,0.167,0.114,0.208,0.511,Ch4,Ch4,1
20245,0.155,0.14,0.273,0.432,Ch4,Ch4,1
20246,0.115,0.204,0.253,0.428,Ch4,Ch4,1
20247,0.093,0.289,0.13,0.488,Ch4,Ch4,1
20248,0.52,0.145,0.074,0.261,Ch1,Ch4,0
20249,0.093,0.157,0.514,0.236,Ch3,Ch4,0
20250,0.149,0.208,0.173,0.47,Ch4,Ch4,1
20251,0.204,0.179,0.139,0.478,Ch4,Ch4,1
20252,0.203,0.245,0.097,0.455,Ch4,Ch4,1
20253,0.126,0.253,0.178,0.443,Ch4,Ch4,1
20254,0.125,0.164,0.516,0.195,Ch3,Ch4,0
20255,0.326,0.167,0.172,0.335,Ch4,Ch3,0
20256,0.272,0.215,0.284,0.229,Ch3,Ch1,0
20257,0.177,0.172,0.276,0.375,Ch4,Ch3,0
20258,0.187,0.198,0.195,0.42,Ch4,Ch1,0
20259,0.121,0.19,0.324,0.365,Ch4,Ch1,0
20260,0.191,0.19,0.144,0.475,Ch4,Ch2,0
20261,0.153,0.128,0.226,0.493,Ch4,Ch1,0
20262,0.345,0.115,0.272,0.268,Ch1,Ch1,1
20263,0.136,0.113,0.325,0.426,Ch4,Ch3,0
20264,0.252,0.279,0.152,0.317,Ch4,Ch1,0
20265,0.337,0.18,0.197,0.286,Ch1,Ch1,1
20266,0.139,0.348,0.204,0.309,Ch2,Ch3,0
20267,0.136,0.184,0.159,0.521,Ch4,Ch2,0
20268,0.147,0.159,0.361,0.333,Ch3,Ch3,1
20269,0.119,0.253,0.136,0.492,Ch4,Ch4,1
20270,0.233,0.153,0.152,0.462,Ch4,Ch4,1
20271,0.148,0.203,0.335,0.314,Ch3,Ch1,0
20272,0.221,0.363,0.154,0.262,Ch2,Ch2,1
20273,0.178,0.305,0.272,0.245,Ch2,Ch3,0
20274,0.199,0.203,0.311,0.287,Ch3,Ch3,1
20275,0.158,0.238,0.289,0.315,Ch4,Ch2,0
20276,0.361,0.189,0.146,0.304,Ch1,Ch1,1
20277,0.309,0.156,0.264,0.271,Ch1,Ch3,0
20278,0.166,0.377,0.133,0.324,Ch2,Ch2,1
20279,0.197,0.289,0.251,0.263,Ch2,Ch2,1
20280,0.124,0.389,0.154,0.333,Ch2,Ch3,0
20281,0.194,0.412,0.145,0.249,Ch2,Ch2,1
20282,0.179,0.165,0.243,0.413,Ch4,Ch4,1
20283,0.252,0.154,0.339,0.255,Ch3,Ch3,1
20284,0.392,0.146,0.122,0.34,Ch1,Ch1,1
20285,0.326,0.182,0.159,0.333,Ch4,Ch1,0
20286,0.135,0.395,0.219,0.251,Ch2,Ch2,1
20287,0.149,0.208,0.213,0.43,Ch4,Ch3,0
20288,0.126,0.375,0.16,0.339,Ch2,Ch2,1
20289,0.155,0.174,0.225,0.446,Ch4,Ch4,1
20290,0.213,0.187,0.121,0.479,Ch4,Ch4,1
20291,0.134,0.203,0.158,0.505,Ch4,Ch2,0
20292,0.144,0.449,0.149,0.258,Ch2,Ch2,1
20293,0.472,0.164,0.154,0.21,Ch1,Ch1,1
20294,0.169,0.183,0.368,0.28,Ch3,Ch2,0
20295,0.438,0.215,0.13,0.217,Ch1,Ch4,0
20296,0.538,0.169,0.174,0.119,Ch1,Ch1,1
20297,0.149,0.161,0.498,0.192,Ch3,Ch3,1
20298,0.136,0.346,0.132,0.386,Ch4,Ch2,0
20299,0.367,0.146,0.124,0.363,Ch1,Ch1,1
20300,0.544,0.14,0.135,0.181,Ch1,Ch1,1
20301,0.452,0.189,0.216,0.143,Ch1,Ch1,1
20302,0.119,0.195,0.507,0.179,Ch3,Ch3,1
20303,0.193,0.164,0.161,0.482,Ch4,Ch2,0
20304,0.285,0.157,0.181,0.377,Ch4,Ch1,0
20305,0.161,0.538,0.124,0.177,Ch2,Ch2,1
20306,0.17,0.435,0.133,0.262,Ch2,Ch2,1
20307,0.413,0.129,0.171,0.287,Ch1,Ch1,1
20308,0.161,0.157,0.194,0.488,Ch4,Ch3,0
20309,0.135,0.139,0.444,0.282,Ch3,Ch3,1
20310,0.136,0.139,0.414,0.311,Ch3,Ch3,1
20311,0.422,0.134,0.253,0.191,Ch1,Ch3,0
20312,0.214,0.267,0.15,0.369,Ch4,Ch4,1
20313,0.182,0.173,0.398,0.247,Ch3,Ch4,0
20314,0.109,0.319,0.394,0.178,Ch3,Ch4,0
20315,0.084,0.59,0.148,0.178,Ch2,Ch4,0
20316,0.344,0.241,0.199,0.216,Ch1,Ch4,0
20317,0.135,0.144,0.435,0.286,Ch3,Ch4,0
20318,0.41,0.148,0.162,0.28,Ch1,Ch4,0
20319,0.407,0.169,0.121,0.303,Ch1,Ch4,0
20320,0.147,0.585,0.085,0.183,Ch2,Ch4,0
20321,0.106,0.417,0.112,0.365,Ch2,Ch4,0
20322,0.319,0.121,0.114,0.446,Ch4,Ch4,1
20323,0.262,0.221,0.142,0.375,Ch4,Ch4,1
20324,0.085,0.536,0.172,0.207,Ch2,Ch4,0
20325,0.121,0.159,0.284,0.436,Ch4,Ch4,1
20326,0.114,0.461,0.197,0.228,Ch2,Ch2,1
20327,0.137,0.273,0.223,0.367,Ch4,Ch4,1
20328,0.453,0.134,0.174,0.239,Ch1,Ch4,0
20329,0.21,0.1,0.128,0.562,Ch4,Ch4,1
20330,0.363,0.158,0.14,0.339,Ch1,Ch4,0
20331,0.263,0.221,0.197,0.319,Ch4,Ch4,1
20332,0.144,0.476,0.145,0.235,Ch2,Ch4,0
20333,0.121,0.252,0.342,0.285,Ch3,Ch3,1
20334,0.387,0.183,0.157,0.273,Ch1,Ch1,1
20335,0.17,0.275,0.149,0.406,Ch4,Ch4,1
20336,0.212,0.192,0.147,0.449,Ch4,Ch4,1
20337,0.254,0.224,0.184,0.338,Ch4,Ch4,1
20338,0.183,0.125,0.181,0.511,Ch4,Ch4,1
20339,0.195,0.172,0.18,0.453,Ch4,Ch4,1
20340,0.17,0.166,0.416,0.248,Ch3,Ch3,1
20341,0.131,0.162,0.436,0.271,Ch3,Ch3,1
20342,0.173,0.497,0.116,0.214,Ch2,Ch2,1
20343,0.126,0.275,0.353,0.246,Ch3,Ch4,0
20344,0.191,0.213,0.15,0.446,Ch4,Ch4,1
20345,0.223,0.46,0.095,0.222,Ch2,Ch2,1
20346,0.433,0.166,0.158,0.243,Ch1,Ch1,1
20347,0.223,0.342,0.149,0.286,Ch2,Ch4,0
20348,0.254,0.147,0.251,0.348,Ch4,Ch4,1
20349,0.323,0.203,0.168,0.306,Ch1,Ch4,0
20350,0.116,0.253,0.258,0.373,Ch4,Ch1,0
20351,0.296,0.246,0.133,0.325,Ch4,Ch3,0
20352,0.205,0.278,0.112,0.405,Ch4,Ch3,0
20353,0.171,0.433,0.088,0.308,Ch2,Ch3,0
20354,0.23,0.237,0.161,0.372,Ch4,Ch3,0
20355,0.107,0.365,0.338,0.19,Ch2,Ch1,0
20356,0.152,0.267,0.153,0.428,Ch4,Ch3,0
20357,0.102,0.41,0.3,0.188,Ch2,Ch1,0
20358,0.142,0.324,0.143,0.391,Ch4,Ch3,0
20359,0.219,0.155,0.473,0.153,Ch3,Ch1,0
20360,0.214,0.144,0.174,0.468,Ch4,Ch2,0
20361,0.283,0.164,0.151,0.402,Ch4,Ch3,0
20362,0.175,0.103,0.321,0.401,Ch4,Ch2,0
20363,0.291,0.151,0.215,0.343,Ch4,Ch3,0
20364,0.417,0.221,0.127,0.235,Ch1,Ch3,0
20365,0.163,0.346,0.101,0.39,Ch4,Ch3,0
20366,0.526,0.166,0.107,0.201,Ch1,Ch3,0
20367,0.107,0.43,0.168,0.295,Ch2,Ch1,0
20368,0.239,0.136,0.151,0.474,Ch4,Ch2,0
20369,0.45,0.138,0.171,0.241,Ch1,Ch1,1
20370,0.306,0.309,0.116,0.269,Ch2,Ch3,0
20371,0.145,0.352,0.264,0.239,Ch2,Ch1,0
20372,0.416,0.159,0.151,0.274,Ch1,Ch3,0
20373,0.269,0.387,0.105,0.239,Ch2,Ch3,0
20374,0.407,0.113,0.208,0.272,Ch1,Ch1,1
20375,0.198,0.13,0.435,0.237,Ch3,Ch3,1
20376,0.475,0.186,0.095,0.244,Ch1,Ch1,1
20377,0.144,0.135,0.281,0.44,Ch4,Ch1,0
20378,0.216,0.335,0.1,0.349,Ch4,Ch2,0
20379,0.106,0.392,0.255,0.247,Ch2,Ch2,1
20380,0.18,0.168,0.223,0.429,Ch4,Ch1,0
20381,0.33,0.145,0.133,0.392,Ch4,Ch4,1
20382,0.328,0.285,0.197,0.19,Ch1,Ch3,0
20383,0.131,0.198,0.23,0.441,Ch4,Ch4,1
20384,0.204,0.128,0.39,0.278,Ch3,Ch3,1
20385,0.112,0.252,0.354,0.282,Ch3,Ch1,0
20386,0.116,0.237,0.332,0.315,Ch3,Ch2,0
20387,0.111,0.557,0.095,0.237,Ch2,Ch4,0
20388,0.294,0.133,0.236,0.337,Ch4,Ch3,0
20389,0.229,0.105,0.387,0.279,Ch3,Ch1,0
20390,0.198,0.165,0.24,0.397,Ch4,Ch2,0
20391,0.186,0.314,0.137,0.363,Ch4,Ch2,0
20392,0.174,0.204,0.399,0.223,Ch3,Ch2,0
20393,0.161,0.409,0.198,0.232,Ch2,Ch3,0
20394,0.172,0.28,0.13,0.418,Ch4,Ch4,1
20395,0.251,0.129,0.423,0.197,Ch3,Ch3,1
20396,0.285,0.137,0.13,0.448,Ch4,Ch1,0
20397,0.131,0.412,0.128,0.329,Ch2,Ch2,1
20398,0.23,0.155,0.221,0.394,Ch4,Ch1,0
20399,0.133,0.122,0.4,0.345,Ch3,Ch1,0
20400,0.115,0.098,0.443,0.344,Ch3,Ch1,0
20401,0.509,0.121,0.114,0.256,Ch1,Ch1,1
