Task,Ch1,Ch2,Ch3,Ch4,test,,Ch1,Ch2,Ch3,Ch4,,
13,0.094,0.178,0.144,0.584,Ch4,,0,0,0,1,Ch4,1
16,0.214,0.296,0.104,0.386,Ch4,,0,1,0,0,Ch2,0
18,0.1,0.182,0.184,0.534,Ch4,,0,0,0,1,Ch4,1
18,0.128,0.114,0.198,0.56,Ch4,,0,0,0,1,Ch4,1
4,0.152,0.18,0.508,0.16,Ch3,,0,0,1,0,Ch3,1
5,0.052,0.324,0.356,0.268,Ch3,,1,0,0,0,Ch1,0
7,0.158,0.222,0.45,0.17,Ch3,,0,0,1,0,Ch3,1
8,0.238,0.176,0.408,0.178,Ch3,,0,0,1,0,Ch3,1
8,0.044,0.296,0.402,0.258,Ch3,,0,0,1,0,Ch3,1
9,0.044,0.302,0.396,0.258,Ch3,,0,0,0,1,Ch4,0
10,0.166,0.15,0.474,0.21,Ch3,,0,0,1,0,Ch3,1
12,0.136,0.176,0.126,0.562,Ch4,,0,0,0,1,Ch4,1
13,0.098,0.422,0.17,0.31,Ch2,,1,0,0,0,Ch1,0
14,0.142,0.42,0.144,0.294,Ch2,,1,0,0,0,Ch1,0
15,0.172,0.43,0.136,0.262,Ch2,,0,1,0,0,Ch2,1
17,0.16,0.512,0.11,0.218,Ch2,,0,1,0,0,Ch2,1
19,0.144,0.456,0.148,0.252,Ch2,,0,1,0,0,Ch2,1
19,0.146,0.422,0.272,0.16,Ch2,,0,1,0,0,Ch2,1
1,0.2,0.428,0.102,0.27,Ch2,,0,1,0,0,Ch2,1
4,0.496,0.21,0.132,0.162,Ch1,,1,0,0,0,Ch1,1
4,0.498,0.16,0.124,0.218,Ch1,,1,0,0,0,Ch1,1
5,0.176,0.186,0.096,0.542,Ch4,,0,0,0,1,Ch4,1
6,0.216,0.17,0.152,0.462,Ch4,,0,0,0,1,Ch4,1
6,0.19,0.164,0.13,0.516,Ch4,,0,0,0,1,Ch4,1
7,0.12,0.13,0.162,0.588,Ch4,,0,0,0,1,Ch4,1
7,0.192,0.084,0.064,0.66,Ch4,,0,0,0,1,Ch4,1
8,0.546,0.156,0.132,0.166,Ch1,,1,0,0,0,Ch1,1
10,0.202,0.16,0.122,0.516,Ch4,,0,0,0,1,Ch4,1
11,0.134,0.194,0.158,0.514,Ch4,,0,0,0,1,Ch4,1
12,0.092,0.128,0.056,0.724,Ch4,,0,0,0,1,Ch4,1
13,0.108,0.13,0.046,0.716,Ch4,,1,0,0,0,Ch1,0
14,0.102,0.13,0.042,0.726,Ch4,,1,0,0,0,Ch1,0
15,0.24,0.166,0.184,0.41,Ch4,,0,0,0,1,Ch4,1
17,0.342,0.312,0.136,0.21,Ch1,,0,1,0,0,Ch2,0
17,0.238,0.364,0.114,0.284,Ch2,,0,1,0,0,Ch2,1
1,0.202,0.184,0.462,0.152,Ch3,,0,0,1,0,Ch3,1
6,0.156,0.142,0.602,0.1,Ch3,,0,0,1,0,Ch3,1
7,0.174,0.418,0.27,0.138,Ch2,,0,1,0,0,Ch2,1
9,0.342,0.19,0.382,0.086,Ch3,,1,0,0,0,Ch1,0
9,0.262,0.244,0.382,0.112,Ch3,,1,0,0,0,Ch1,0
9,0.254,0.192,0.45,0.104,Ch3,,1,0,0,0,Ch1,0
9,0.082,0.164,0.662,0.092,Ch3,,1,0,0,0,Ch1,0
11,0.184,0.206,0.452,0.158,Ch3,,0,0,1,0,Ch3,1
11,0.148,0.18,0.544,0.128,Ch3,,0,0,1,0,Ch3,1
12,0.366,0.286,0.24,0.108,Ch1,,1,0,0,0,Ch1,1
12,0.32,0.288,0.268,0.124,Ch1,,1,0,0,0,Ch1,1
15,0.16,0.208,0.534,0.098,Ch3,,0,0,1,0,Ch3,1
16,0.534,0.124,0.228,0.114,Ch1,,1,0,0,0,Ch1,1
17,0.128,0.434,0.3,0.138,Ch2,,0,1,0,0,Ch2,1
17,0.15,0.476,0.262,0.112,Ch2,,0,1,0,0,Ch2,1
19,0.126,0.572,0.214,0.088,Ch2,,0,1,0,0,Ch2,1
2,0.192,0.474,0.158,0.176,Ch2,,0,1,0,0,Ch2,1
4,0.196,0.496,0.172,0.136,Ch2,,0,1,0,0,Ch2,1
4,0.184,0.456,0.168,0.192,Ch2,,0,1,0,0,Ch2,1
7,0.1,0.232,0.498,0.17,Ch3,,0,0,1,0,Ch3,1
8,0.032,0.69,0.124,0.154,Ch2,,0,1,0,0,Ch2,1
13,0.204,0.44,0.166,0.19,Ch2,,0,1,0,0,Ch2,1
13,0.162,0.576,0.1,0.162,Ch2,,0,1,0,0,Ch2,1
14,0.402,0.23,0.192,0.176,Ch1,,1,0,0,0,Ch1,1
15,0.396,0.248,0.17,0.186,Ch1,,1,0,0,0,Ch1,1
15,0.166,0.524,0.132,0.178,Ch2,,1,0,0,0,Ch1,0
16,0.136,0.516,0.172,0.176,Ch2,,0,1,0,0,Ch2,1
16,0.154,0.524,0.098,0.224,Ch2,,0,1,0,0,Ch2,1
16,0.16,0.498,0.152,0.19,Ch2,,0,1,0,0,Ch2,1
17,0.472,0.22,0.166,0.142,Ch1,,1,0,0,0,Ch1,1
17,0.124,0.492,0.206,0.178,Ch2,,1,0,0,0,Ch1,0
18,0.164,0.256,0.444,0.136,Ch3,,0,0,1,0,Ch3,1
19,0.166,0.506,0.132,0.196,Ch2,,0,1,0,0,Ch2,1
2,0.276,0.4,0.206,0.118,Ch2,,0,1,0,0,Ch2,1
4,0.486,0.188,0.162,0.164,Ch1,,1,0,0,0,Ch1,1
4,0.216,0.188,0.492,0.104,Ch3,,1,0,0,0,Ch1,0
5,0.186,0.328,0.318,0.168,Ch2,,0,0,1,0,Ch3,0
5,0.242,0.296,0.276,0.186,Ch2,,0,0,1,0,Ch3,0
5,0.234,0.272,0.314,0.18,Ch3,,0,0,1,0,Ch3,1
6,0.366,0.27,0.228,0.136,Ch1,,1,0,0,0,Ch1,1
7,0.166,0.148,0.172,0.514,Ch4,,0,0,0,1,Ch4,1
8,0.186,0.2,0.462,0.152,Ch3,,0,0,1,0,Ch3,1
9,0.202,0.186,0.472,0.14,Ch3,,0,0,1,0,Ch3,1
10,0.172,0.224,0.488,0.116,Ch3,,0,0,1,0,Ch3,1
10,0.208,0.214,0.462,0.116,Ch3,,0,0,1,0,Ch3,1
11,0.148,0.184,0.52,0.148,Ch3,,0,0,1,0,Ch3,1
13,0.204,0.518,0.166,0.112,Ch2,,0,1,0,0,Ch2,1
13,0.244,0.368,0.286,0.102,Ch2,,0,1,0,0,Ch2,1
14,0.188,0.428,0.208,0.176,Ch2,,0,1,0,0,Ch2,1
16,0.17,0.524,0.208,0.098,Ch2,,1,0,0,0,Ch1,0
19,0.444,0.242,0.144,0.17,Ch1,,1,0,0,0,Ch1,1
5,0.102,0.188,0.108,0.602,Ch4,,0,0,0,1,Ch4,1
7,0.108,0.264,0.11,0.518,Ch4,,0,0,0,1,Ch4,1
7,0.196,0.218,0.082,0.504,Ch4,,0,0,0,1,Ch4,1
8,0.276,0.338,0.102,0.284,Ch2,,0,1,0,0,Ch2,1
8,0.162,0.42,0.108,0.31,Ch2,,0,1,0,0,Ch2,1
11,0.126,0.132,0.262,0.48,Ch4,,0,0,0,1,Ch4,1
12,0.112,0.154,0.16,0.574,Ch4,,0,0,0,1,Ch4,1
12,0.038,0.052,0.01,0.9,Ch4,,0,0,0,1,Ch4,1
14,0.03,0.044,0.01,0.916,Ch4,,0,0,0,1,Ch4,1
15,0.08,0.246,0.098,0.576,Ch4,,0,0,0,1,Ch4,1
16,0.108,0.228,0.084,0.58,Ch4,,0,0,0,1,Ch4,1
16,0.028,0.044,0.022,0.906,Ch4,,0,0,0,1,Ch4,1
17,0.034,0.05,0.022,0.894,Ch4,,0,0,0,1,Ch4,1
19,0.138,0.39,0.084,0.388,Ch2,,0,1,0,0,Ch2,1
19,0.048,0.082,0.044,0.826,Ch4,,0,1,0,0,Ch2,0
1,0.178,0.23,0.184,0.408,Ch4,,0,0,0,1,Ch4,1
2,0.138,0.15,0.544,0.168,Ch3,,0,0,1,0,Ch3,1
2,0.064,0.39,0.092,0.454,Ch4,,0,0,1,0,Ch3,0
4,0.164,0.232,0.276,0.328,Ch4,,0,0,0,1,Ch4,1
4,0.074,0.462,0.134,0.33,Ch2,,0,0,0,1,Ch4,0
5,0.056,0.406,0.184,0.354,Ch2,,0,0,1,0,Ch3,0
8,0.176,0.198,0.124,0.502,Ch4,,0,0,0,1,Ch4,1
9,0.156,0.202,0.238,0.404,Ch4,,0,0,0,1,Ch4,1
9,0.166,0.218,0.186,0.43,Ch4,,0,0,0,1,Ch4,1
10,0.202,0.3,0.23,0.268,Ch2,,0,1,0,0,Ch2,1
10,0.134,0.388,0.338,0.14,Ch2,,0,1,0,0,Ch2,1
11,0.042,0.45,0.078,0.43,Ch2,,1,0,0,0,Ch1,0
15,0.212,0.432,0.158,0.198,Ch2,,0,1,0,0,Ch2,1
16,0.08,0.2,0.094,0.626,Ch4,,0,0,0,1,Ch4,1
18,0.176,0.202,0.034,0.588,Ch4,,0,1,0,0,Ch2,0
19,0.146,0.252,0.154,0.448,Ch4,,0,0,0,1,Ch4,1
1,0.288,0.248,0.248,0.216,Ch1,,1,0,0,0,Ch1,1
1,0.35,0.244,0.206,0.2,Ch1,,1,0,0,0,Ch1,1
3,0.166,0.322,0.422,0.09,Ch3,,0,0,1,0,Ch3,1
4,0.214,0.222,0.362,0.202,Ch3,,0,0,1,0,Ch3,1
6,0.146,0.54,0.198,0.116,Ch2,,0,1,0,0,Ch2,1
7,0.384,0.222,0.264,0.13,Ch1,,1,0,0,0,Ch1,1
10,0.208,0.172,0.152,0.468,Ch4,,0,0,0,1,Ch4,1
11,0.186,0.214,0.332,0.268,Ch3,,0,0,1,0,Ch3,1
12,0.158,0.19,0.152,0.5,Ch4,,0,0,0,1,Ch4,1
12,0.212,0.172,0.154,0.462,Ch4,,0,0,0,1,Ch4,1
13,0.13,0.222,0.228,0.42,Ch4,,0,0,0,1,Ch4,1
14,0.14,0.292,0.222,0.346,Ch4,,0,0,1,0,Ch3,0
15,0.338,0.27,0.198,0.194,Ch1,,0,1,0,0,Ch2,0
15,0.236,0.274,0.222,0.268,Ch2,,0,1,0,0,Ch2,1
15,0.254,0.218,0.182,0.346,Ch4,,0,1,0,0,Ch2,0
16,0.142,0.3,0.226,0.332,Ch4,,0,1,0,0,Ch2,0
17,0.178,0.312,0.352,0.158,Ch3,,0,0,1,0,Ch3,1
3,0.178,0.106,0.652,0.064,Ch3,,0,1,0,0,Ch2,0
4,0.186,0.132,0.548,0.134,Ch3,,0,0,1,0,Ch3,1
5,0.116,0.188,0.594,0.102,Ch3,,0,0,1,0,Ch3,1
5,0.372,0.128,0.42,0.08,Ch3,,0,0,1,0,Ch3,1
6,0.498,0.17,0.23,0.102,Ch1,,1,0,0,0,Ch1,1
12,0.25,0.29,0.352,0.108,Ch3,,0,0,1,0,Ch3,1
12,0.222,0.194,0.474,0.11,Ch3,,0,0,1,0,Ch3,1
13,0.56,0.18,0.154,0.106,Ch1,,1,0,0,0,Ch1,1
17,0.526,0.036,0.344,0.094,Ch1,,0,1,0,0,Ch2,0
18,0.45,0.196,0.218,0.136,Ch1,,1,0,0,0,Ch1,1
19,0.658,0.13,0.12,0.092,Ch1,,1,0,0,0,Ch1,1
1,0.158,0.154,0.588,0.1,Ch3,,0,0,1,0,Ch3,1
3,0.098,0.19,0.65,0.062,Ch3,,0,0,1,0,Ch3,1
3,0.548,0.162,0.254,0.036,Ch1,,0,0,1,0,Ch3,0
5,0.14,0.604,0.18,0.076,Ch2,,0,1,0,0,Ch2,1
5,0.42,0.282,0.256,0.042,Ch1,,0,1,0,0,Ch2,0
6,0.172,0.488,0.22,0.12,Ch2,,0,1,0,0,Ch2,1
7,0.148,0.594,0.176,0.082,Ch2,,0,1,0,0,Ch2,1
7,0.322,0.31,0.314,0.054,Ch1,,0,1,0,0,Ch2,0
9,0.132,0.188,0.564,0.116,Ch3,,0,0,1,0,Ch3,1
11,0.126,0.224,0.548,0.102,Ch3,,0,0,1,0,Ch3,1
11,0.136,0.232,0.586,0.046,Ch3,,0,0,1,0,Ch3,1
12,0.16,0.19,0.584,0.066,Ch3,,0,0,1,0,Ch3,1
14,0.168,0.5,0.234,0.098,Ch2,,0,1,0,0,Ch2,1
14,0.152,0.468,0.33,0.05,Ch2,,0,1,0,0,Ch2,1
16,0.492,0.168,0.222,0.118,Ch1,,1,0,0,0,Ch1,1
17,0.146,0.262,0.168,0.424,Ch4,,0,0,0,1,Ch4,1
17,0.22,0.4,0.326,0.054,Ch2,,0,0,0,1,Ch4,0
1,0.136,0.574,0.194,0.096,Ch2,,0,1,0,0,Ch2,1
3,0.09,0.584,0.166,0.16,Ch2,,0,1,0,0,Ch2,1
5,0.146,0.172,0.508,0.174,Ch3,,0,0,1,0,Ch3,1
8,0.27,0.32,0.254,0.156,Ch2,,0,1,0,0,Ch2,1
8,0.232,0.372,0.284,0.112,Ch2,,0,1,0,0,Ch2,1
9,0.176,0.248,0.402,0.174,Ch3,,0,0,1,0,Ch3,1
12,0.162,0.19,0.464,0.184,Ch3,,0,0,1,0,Ch3,1
13,0.146,0.118,0.586,0.15,Ch3,,1,0,0,0,Ch1,0
14,0.154,0.114,0.582,0.15,Ch3,,1,0,0,0,Ch1,0
15,0.208,0.146,0.41,0.236,Ch3,,0,0,1,0,Ch3,1
15,0.194,0.178,0.452,0.176,Ch3,,0,0,1,0,Ch3,1
17,0.146,0.168,0.478,0.208,Ch3,,0,0,1,0,Ch3,1
1,0.492,0.28,0.126,0.102,Ch1,,1,0,0,0,Ch1,1
1,0.354,0.264,0.166,0.216,Ch1,,1,0,0,0,Ch1,1
2,0.18,0.568,0.138,0.114,Ch2,,0,1,0,0,Ch2,1
2,0.422,0.432,0.036,0.11,Ch2,,0,1,0,0,Ch2,1
6,0.486,0.228,0.134,0.152,Ch1,,1,0,0,0,Ch1,1
7,0.246,0.304,0.21,0.24,Ch2,,0,0,1,0,Ch3,0
7,0.246,0.316,0.232,0.206,Ch2,,0,0,1,0,Ch3,0
8,0.218,0.514,0.142,0.126,Ch2,,0,1,0,0,Ch2,1
8,0.27,0.412,0.17,0.148,Ch2,,0,1,0,0,Ch2,1
9,0.49,0.226,0.194,0.09,Ch1,,1,0,0,0,Ch1,1
9,0.244,0.456,0.152,0.148,Ch2,,1,0,0,0,Ch1,0
10,0.236,0.478,0.116,0.17,Ch2,,0,1,0,0,Ch2,1
10,0.206,0.554,0.098,0.142,Ch2,,0,1,0,0,Ch2,1
12,0.236,0.48,0.14,0.144,Ch2,,0,1,0,0,Ch2,1
13,0.202,0.588,0.068,0.142,Ch2,,0,1,0,0,Ch2,1
14,0.432,0.258,0.14,0.17,Ch1,,1,0,0,0,Ch1,1
14,0.248,0.532,0.08,0.14,Ch2,,1,0,0,0,Ch1,0
19,0.362,0.29,0.198,0.15,Ch1,,1,0,0,0,Ch1,1
19,0.452,0.26,0.134,0.154,Ch1,,1,0,0,0,Ch1,1
1,0.14,0.132,0.214,0.514,Ch4,,0,0,0,1,Ch4,1
1,0.056,0.118,0.272,0.554,Ch4,,0,0,0,1,Ch4,1
2,0.19,0.186,0.262,0.362,Ch4,,0,0,0,1,Ch4,1
2,0.156,0.122,0.26,0.462,Ch4,,0,0,0,1,Ch4,1
3,0.214,0.132,0.282,0.372,Ch4,,0,0,1,0,Ch3,0
3,0.206,0.152,0.426,0.216,Ch3,,0,0,1,0,Ch3,1
6,0.108,0.154,0.202,0.536,Ch4,,0,0,0,1,Ch4,1
7,0.128,0.092,0.47,0.31,Ch3,,0,0,1,0,Ch3,1
7,0.136,0.184,0.462,0.218,Ch3,,0,0,1,0,Ch3,1
8,0.016,0.024,0.528,0.432,Ch3,,0,0,0,1,Ch4,0
12,0.012,0.016,0.322,0.65,Ch4,,0,0,0,1,Ch4,1
14,0.144,0.128,0.292,0.436,Ch4,,0,0,1,0,Ch3,0
14,0.194,0.134,0.332,0.34,Ch4,,0,0,1,0,Ch3,0
16,0.03,0.014,0.336,0.62,Ch4,,1,0,0,0,Ch1,0
17,0.03,0.014,0.354,0.602,Ch4,,1,0,0,0,Ch1,0
18,0.186,0.174,0.496,0.144,Ch3,,0,0,1,0,Ch3,1
2,0.152,0.18,0.154,0.514,Ch4,,0,0,0,1,Ch4,1
2,0.166,0.14,0.184,0.51,Ch4,,0,0,0,1,Ch4,1
4,0.148,0.14,0.142,0.57,Ch4,,0,0,0,1,Ch4,1
4,0.144,0.158,0.174,0.524,Ch4,,0,0,0,1,Ch4,1
5,0.116,0.09,0.062,0.732,Ch4,,0,0,0,1,Ch4,1
6,0.186,0.112,0.082,0.62,Ch4,,0,0,0,1,Ch4,1
8,0.182,0.13,0.112,0.576,Ch4,,0,0,0,1,Ch4,1
10,0.162,0.432,0.14,0.266,Ch2,,0,1,0,0,Ch2,1
10,0.244,0.29,0.1,0.366,Ch4,,0,1,0,0,Ch2,0
12,0.166,0.15,0.144,0.54,Ch4,,0,0,0,1,Ch4,1
13,0.104,0.184,0.04,0.672,Ch4,,1,0,0,0,Ch1,0
16,0.164,0.124,0.03,0.682,Ch4,,0,0,0,1,Ch4,1
17,0.152,0.17,0.194,0.484,Ch4,,0,0,0,1,Ch4,1
17,0.152,0.178,0.138,0.532,Ch4,,0,0,0,1,Ch4,1
19,0.098,0.162,0.15,0.59,Ch4,,0,0,0,1,Ch4,1
3,0.186,0.172,0.488,0.154,Ch3,,0,0,1,0,Ch3,1
5,0.386,0.12,0.136,0.358,Ch1,,0,0,1,0,Ch3,0
6,0.286,0.152,0.238,0.324,Ch4,,0,0,0,1,Ch4,1
7,0.176,0.32,0.266,0.238,Ch2,,0,1,0,0,Ch2,1
7,0.282,0.116,0.074,0.528,Ch4,,0,1,0,0,Ch2,0
8,0.222,0.192,0.342,0.244,Ch3,,0,0,1,0,Ch3,1
8,0.256,0.126,0.088,0.53,Ch4,,0,0,1,0,Ch3,0
10,0.2,0.184,0.432,0.184,Ch3,,0,0,1,0,Ch3,1
10,0.216,0.188,0.13,0.466,Ch4,,0,0,1,0,Ch3,0
11,0.226,0.23,0.312,0.232,Ch3,,0,0,1,0,Ch3,1
13,0.258,0.216,0.148,0.378,Ch4,,0,0,0,1,Ch4,1
14,0.146,0.196,0.432,0.226,Ch3,,0,0,1,0,Ch3,1
14,0.334,0.196,0.064,0.406,Ch4,,0,0,1,0,Ch3,0
17,0.198,0.168,0.16,0.474,Ch4,,0,0,0,1,Ch4,1
17,0.474,0.216,0.026,0.284,Ch1,,0,0,0,1,Ch4,0
18,0.242,0.416,0.112,0.23,Ch2,,0,1,0,0,Ch2,1
3,0.208,0.25,0.398,0.144,Ch3,,0,0,1,0,Ch3,1
4,0.506,0.196,0.17,0.128,Ch1,,1,0,0,0,Ch1,1
4,0.5,0.244,0.148,0.108,Ch1,,1,0,0,0,Ch1,1
5,0.2,0.18,0.462,0.158,Ch3,,0,0,1,0,Ch3,1
7,0.46,0.22,0.164,0.156,Ch1,,1,0,0,0,Ch1,1
7,0.488,0.22,0.15,0.142,Ch1,,1,0,0,0,Ch1,1
8,0.232,0.184,0.462,0.122,Ch3,,0,0,1,0,Ch3,1
9,0.324,0.158,0.37,0.148,Ch3,,0,0,1,0,Ch3,1
9,0.366,0.226,0.264,0.144,Ch1,,0,0,1,0,Ch3,0
10,0.604,0.104,0.176,0.116,Ch1,,1,0,0,0,Ch1,1
11,0.3,0.388,0.196,0.116,Ch2,,0,1,0,0,Ch2,1
11,0.572,0.148,0.182,0.098,Ch1,,0,1,0,0,Ch2,0
13,0.528,0.166,0.198,0.108,Ch1,,1,0,0,0,Ch1,1
13,0.6,0.152,0.142,0.106,Ch1,,1,0,0,0,Ch1,1
14,0.438,0.236,0.184,0.142,Ch1,,1,0,0,0,Ch1,1
16,0.666,0.066,0.162,0.106,Ch1,,0,0,1,0,Ch3,0
18,0.364,0.162,0.292,0.182,Ch1,,1,0,0,0,Ch1,1
18,0.366,0.126,0.326,0.182,Ch1,,1,0,0,0,Ch1,1
1,0.164,0.588,0.162,0.086,Ch2,,0,1,0,0,Ch2,1
1,0.344,0.53,0.038,0.088,Ch2,,0,1,0,0,Ch2,1
2,0.202,0.508,0.202,0.088,Ch2,,0,1,0,0,Ch2,1
3,0.17,0.62,0.142,0.068,Ch2,,0,1,0,0,Ch2,1
3,0.384,0.506,0.038,0.072,Ch2,,0,1,0,0,Ch2,1
5,0.438,0.28,0.172,0.11,Ch1,,1,0,0,0,Ch1,1
5,0.42,0.252,0.182,0.146,Ch1,,1,0,0,0,Ch1,1
6,0.21,0.378,0.29,0.122,Ch2,,0,1,0,0,Ch2,1
8,0.23,0.432,0.218,0.12,Ch2,,0,1,0,0,Ch2,1
8,0.282,0.45,0.152,0.116,Ch2,,0,1,0,0,Ch2,1
9,0.49,0.238,0.186,0.086,Ch1,,1,0,0,0,Ch1,1
10,0.446,0.25,0.19,0.114,Ch1,,1,0,0,0,Ch1,1
10,0.5,0.192,0.208,0.1,Ch1,,1,0,0,0,Ch1,1
11,0.516,0.222,0.172,0.09,Ch1,,1,0,0,0,Ch1,1
11,0.64,0.25,0.044,0.066,Ch1,,1,0,0,0,Ch1,1
12,0.44,0.28,0.166,0.114,Ch1,,1,0,0,0,Ch1,1
12,0.458,0.274,0.14,0.128,Ch1,,1,0,0,0,Ch1,1
13,0.206,0.318,0.396,0.08,Ch3,,0,0,1,0,Ch3,1
13,0.596,0.294,0.048,0.062,Ch1,,0,0,1,0,Ch3,0
16,0.434,0.278,0.184,0.104,Ch1,,1,0,0,0,Ch1,1
18,0.214,0.24,0.434,0.112,Ch3,,0,0,1,0,Ch3,1
19,0.422,0.244,0.258,0.076,Ch1,,0,1,0,0,Ch2,0
1,0.498,0.188,0.168,0.146,Ch1,,1,0,0,0,Ch1,1
2,0.414,0.268,0.164,0.154,Ch1,,1,0,0,0,Ch1,1
3,0.472,0.188,0.122,0.218,Ch1,,1,0,0,0,Ch1,1
4,0.23,0.488,0.15,0.132,Ch2,,0,1,0,0,Ch2,1
5,0.116,0.16,0.17,0.554,Ch4,,0,0,0,1,Ch4,1
6,0.142,0.43,0.238,0.19,Ch2,,0,1,0,0,Ch2,1
8,0.328,0.274,0.156,0.242,Ch1,,1,0,0,0,Ch1,1
9,0.468,0.194,0.194,0.144,Ch1,,1,0,0,0,Ch1,1
9,0.2,0.49,0.076,0.234,Ch2,,1,0,0,0,Ch1,0
10,0.146,0.32,0.162,0.372,Ch4,,0,0,0,1,Ch4,1
10,0.098,0.582,0.126,0.194,Ch2,,0,0,0,1,Ch4,0
11,0.184,0.512,0.122,0.182,Ch2,,0,1,0,0,Ch2,1
18,0.13,0.236,0.136,0.498,Ch4,,0,0,0,1,Ch4,1
18,0.038,0.488,0.274,0.2,Ch2,,0,0,0,1,Ch4,0
1,0.484,0.104,0.142,0.27,Ch1,,0,0,0,1,Ch4,0
2,0.354,0.248,0.186,0.212,Ch1,,1,0,0,0,Ch1,1
2,0.342,0.254,0.298,0.106,Ch1,,1,0,0,0,Ch1,1
4,0.39,0.264,0.164,0.182,Ch1,,1,0,0,0,Ch1,1
4,0.316,0.232,0.136,0.316,Ch1,,1,0,0,0,Ch1,1
5,0.422,0.218,0.18,0.18,Ch1,,1,0,0,0,Ch1,1
5,0.296,0.228,0.282,0.194,Ch1,,1,0,0,0,Ch1,1
6,0.098,0.172,0.138,0.592,Ch4,,0,0,0,1,Ch4,1
7,0.152,0.086,0.178,0.584,Ch4,,0,0,0,1,Ch4,1
9,0.164,0.146,0.44,0.25,Ch3,,0,0,1,0,Ch3,1
10,0.172,0.26,0.266,0.302,Ch4,,0,0,0,1,Ch4,1
11,0.502,0.196,0.114,0.188,Ch1,,1,0,0,0,Ch1,1
12,0.174,0.198,0.134,0.494,Ch4,,0,0,0,1,Ch4,1
14,0.118,0.202,0.186,0.494,Ch4,,0,0,0,1,Ch4,1
15,0.2,0.198,0.178,0.424,Ch4,,0,0,0,1,Ch4,1
16,0.392,0.132,0.154,0.322,Ch1,,1,0,0,0,Ch1,1
17,0.39,0.194,0.228,0.188,Ch1,,1,0,0,0,Ch1,1
18,0.252,0.49,0.124,0.134,Ch2,,0,1,0,0,Ch2,1
18,0.358,0.116,0.148,0.378,Ch4,,0,1,0,0,Ch2,0
1,0.59,0.184,0.12,0.106,Ch1,,1,0,0,0,Ch1,1
2,0.564,0.174,0.168,0.094,Ch1,,1,0,0,0,Ch1,1
5,0.24,0.138,0.464,0.158,Ch3,,1,0,0,0,Ch1,0
6,0.12,0.606,0.178,0.096,Ch2,,0,1,0,0,Ch2,1
6,0.154,0.146,0.45,0.25,Ch3,,0,1,0,0,Ch2,0
7,0.096,0.168,0.244,0.492,Ch4,,0,0,0,1,Ch4,1
8,0.124,0.22,0.506,0.15,Ch3,,0,0,1,0,Ch3,1
9,0.178,0.48,0.202,0.14,Ch2,,0,1,0,0,Ch2,1
9,0.094,0.19,0.544,0.172,Ch3,,0,1,0,0,Ch2,0
10,0.082,0.244,0.528,0.146,Ch3,,0,1,0,0,Ch2,0
14,0.16,0.268,0.39,0.182,Ch3,,0,0,1,0,Ch3,1
14,0.17,0.256,0.412,0.162,Ch3,,0,0,1,0,Ch3,1
16,0.344,0.252,0.238,0.166,Ch1,,1,0,0,0,Ch1,1
16,0.464,0.128,0.204,0.204,Ch1,,1,0,0,0,Ch1,1
17,0.118,0.19,0.206,0.486,Ch4,,0,0,0,1,Ch4,1
18,0.176,0.38,0.26,0.184,Ch2,,0,1,0,0,Ch2,1
18,0.156,0.438,0.234,0.172,Ch2,,0,1,0,0,Ch2,1
1,0.578,0.104,0.094,0.224,Ch1,,1,0,0,0,Ch1,1
2,0.538,0.192,0.132,0.138,Ch1,,1,0,0,0,Ch1,1
3,0.468,0.14,0.17,0.222,Ch1,,1,0,0,0,Ch1,1
4,0.58,0.09,0.092,0.238,Ch1,,0,1,0,0,Ch2,0
5,0.482,0.08,0.134,0.304,Ch1,,0,0,0,1,Ch4,0
7,0.156,0.172,0.502,0.17,Ch3,,0,0,1,0,Ch3,1
8,0.13,0.132,0.184,0.554,Ch4,,0,0,0,1,Ch4,1
8,0.192,0.134,0.142,0.532,Ch4,,0,0,0,1,Ch4,1
8,0.366,0.05,0.224,0.36,Ch1,,0,0,0,1,Ch4,0
11,0.096,0.064,0.092,0.748,Ch4,,0,1,0,0,Ch2,0
12,0.162,0.13,0.208,0.5,Ch4,,0,0,0,1,Ch4,1
13,0.176,0.158,0.17,0.496,Ch4,,0,0,0,1,Ch4,1
13,0.058,0.042,0.086,0.814,Ch4,,0,0,0,1,Ch4,1
16,0.08,0.128,0.136,0.656,Ch4,,0,0,0,1,Ch4,1
17,0.046,0.044,0.09,0.82,Ch4,,0,0,1,0,Ch3,0
18,0.142,0.232,0.204,0.422,Ch4,,0,0,0,1,Ch4,1
19,0.162,0.138,0.178,0.522,Ch4,,0,0,0,1,Ch4,1
1,0.254,0.394,0.182,0.17,Ch2,,0,1,0,0,Ch2,1
3,0.17,0.22,0.45,0.16,Ch3,,0,0,1,0,Ch3,1
3,0.16,0.236,0.448,0.156,Ch3,,0,0,1,0,Ch3,1
4,0.14,0.238,0.452,0.17,Ch3,,0,0,1,0,Ch3,1
4,0.15,0.27,0.396,0.184,Ch3,,0,0,1,0,Ch3,1
7,0.116,0.518,0.206,0.16,Ch2,,0,1,0,0,Ch2,1
7,0.07,0.384,0.382,0.164,Ch2,,0,1,0,0,Ch2,1
8,0.04,0.456,0.348,0.156,Ch2,,0,0,1,0,Ch3,0
10,0.182,0.22,0.358,0.24,Ch3,,0,0,1,0,Ch3,1
11,0.024,0.43,0.398,0.148,Ch2,,0,0,1,0,Ch3,0
